"nrricode","year","forest","count","count1","count2","count3","samples","ave","abbrev"
510,2008,"9030",0,0,0,0,0,0,"BRBL"
510,2004,"9020",18,5,9,4,381,0.047244094488189,"BRBL"
510,2011,"9030",0,0,0,0,0,0,"BRBL"
510,1998,"9090",0,0,0,0,0,0,"BRBL"
510,2002,"9020",80,49,10,21,390,0.205128205128205,"BRBL"
510,2007,"9020",25,22,1,2,378,0.0661375661375661,"BRBL"
510,1995,"9030",0,0,0,0,0,0,"BRBL"
510,2004,"9090",0,0,0,0,0,0,"BRBL"
510,2003,"9020",51,37,4,10,387,0.131782945736434,"BRBL"
510,2010,"9090",0,0,0,0,0,0,"BRBL"
510,1996,"9020",16,16,0,0,391,0.040920716112532,"BRBL"
510,2012,"9030",0,0,0,0,0,0,"BRBL"
510,2001,"9020",15,9,0,6,389,0.038560411311054,"BRBL"
510,2002,"9030",4,0,2,2,393,0.0101781170483461,"BRBL"
510,2006,"9020",6,1,2,3,388,0.0154639175257732,"BRBL"
510,1997,"9020",18,11,1,6,390,0.0461538461538462,"BRBL"
510,2009,"9090",0,0,0,0,0,0,"BRBL"
510,2004,"9030",0,0,0,0,0,0,"BRBL"
510,2008,"9020",11,9,2,0,380,0.0289473684210526,"BRBL"
510,2008,"9090",0,0,0,0,0,0,"BRBL"
510,1999,"9030",0,0,0,0,0,0,"BRBL"
510,2002,"9090",0,0,0,0,0,0,"BRBL"
510,2010,"9020",0,0,0,0,0,0,"BRBL"
510,2012,"9090",0,0,0,0,0,0,"BRBL"
510,2009,"9030",0,0,0,0,0,0,"BRBL"
510,2010,"9030",0,0,0,0,0,0,"BRBL"
510,2007,"9090",0,0,0,0,0,0,"BRBL"
510,1997,"9090",1,1,0,0,487,0.00205338809034908,"BRBL"
514,2001,"9090",44,16,8,20,491,0.0896130346232179,"EVGR"
514,1996,"9090",27,19,3,5,482,0.0560165975103734,"EVGR"
514,2011,"9090",15,4,1,10,538,0.0278810408921933,"EVGR"
514,2000,"9020",21,8,5,8,375,0.056,"EVGR"
514,1997,"9030",3,0,2,1,393,0.00763358778625954,"EVGR"
514,1995,"9020",17,8,6,3,385,0.0441558441558442,"EVGR"
514,1998,"9030",14,8,1,5,383,0.0365535248041775,"EVGR"
514,1995,"9090",4,1,2,1,488,0.00819672131147541,"EVGR"
514,2005,"9020",22,11,4,7,383,0.0574412532637076,"EVGR"
514,1998,"9020",12,3,3,6,387,0.0310077519379845,"EVGR"
514,2010,"9020",2,1,1,0,361,0.00554016620498615,"EVGR"
514,2012,"9030",0,0,0,0,0,0,"EVGR"
514,2003,"9030",6,3,1,2,393,0.0152671755725191,"EVGR"
514,2006,"9090",10,4,0,6,475,0.0210526315789474,"EVGR"
514,1995,"9030",0,0,0,0,0,0,"EVGR"
514,1996,"9030",3,1,2,0,391,0.00767263427109974,"EVGR"
514,1999,"9090",53,18,16,19,487,0.108829568788501,"EVGR"
514,1997,"9020",3,2,1,0,390,0.00769230769230769,"EVGR"
514,2004,"9090",24,10,6,8,470,0.051063829787234,"EVGR"
514,1999,"9020",22,13,5,4,385,0.0571428571428571,"EVGR"
514,2002,"9030",14,5,2,7,393,0.0356234096692112,"EVGR"
514,2000,"9090",39,16,6,17,484,0.0805785123966942,"EVGR"
514,2005,"9090",32,13,7,12,485,0.065979381443299,"EVGR"
514,2008,"9030",0,0,0,0,0,0,"EVGR"
514,2000,"9030",34,13,8,13,393,0.0865139949109415,"EVGR"
514,1997,"9090",38,10,14,14,487,0.0780287474332649,"EVGR"
514,1999,"9030",20,8,4,8,396,0.0505050505050505,"EVGR"
514,1998,"9090",55,25,10,20,486,0.113168724279835,"EVGR"
514,2003,"9020",27,10,4,13,387,0.0697674418604651,"EVGR"
514,2005,"9030",9,4,2,3,389,0.0231362467866324,"EVGR"
514,2001,"9030",1,0,1,0,390,0.00256410256410256,"EVGR"
514,2008,"9090",15,5,2,8,557,0.0269299820466786,"EVGR"
514,2010,"9090",4,1,1,2,535,0.00747663551401869,"EVGR"
514,2008,"9020",2,2,0,0,380,0.00526315789473684,"EVGR"
514,2004,"9020",14,4,2,8,381,0.036745406824147,"EVGR"
514,2007,"9030",2,2,0,0,389,0.0051413881748072,"EVGR"
514,1996,"9020",22,7,6,9,391,0.0562659846547315,"EVGR"
514,2002,"9020",81,38,11,32,390,0.207692307692308,"EVGR"
514,2003,"9090",22,8,3,11,491,0.044806517311609,"EVGR"
514,2010,"9030",0,0,0,0,0,0,"EVGR"
514,2012,"9090",25,7,6,12,556,0.0449640287769784,"EVGR"
514,2006,"9030",8,1,2,5,391,0.020460358056266,"EVGR"
514,2009,"9090",12,7,1,4,553,0.0216998191681736,"EVGR"
514,2011,"9030",0,0,0,0,0,0,"EVGR"
514,2007,"9020",9,5,2,2,378,0.0238095238095238,"EVGR"
514,2009,"9020",1,0,0,1,381,0.0026246719160105,"EVGR"
514,2001,"9020",28,13,6,9,389,0.0719794344473008,"EVGR"
514,2006,"9020",10,3,1,6,388,0.0257731958762887,"EVGR"
514,2007,"9090",16,6,3,7,487,0.0328542094455852,"EVGR"
514,2002,"9090",45,25,5,15,489,0.0920245398773006,"EVGR"
514,2004,"9030",9,6,0,3,395,0.0227848101265823,"EVGR"
514,2009,"9030",0,0,0,0,0,0,"EVGR"
517,1998,"9030",9,2,1,6,383,0.0234986945169713,"PUFI"
517,2003,"9030",20,10,3,7,393,0.0508905852417303,"PUFI"
517,1995,"9090",6,3,0,3,488,0.0122950819672131,"PUFI"
517,1996,"9090",2,0,0,2,482,0.004149377593361,"PUFI"
517,2000,"9020",27,11,6,10,375,0.072,"PUFI"
517,2001,"9090",14,6,3,5,491,0.0285132382892057,"PUFI"
517,2006,"9090",18,2,5,11,475,0.0378947368421053,"PUFI"
517,1998,"9090",10,2,4,4,486,0.0205761316872428,"PUFI"
517,2000,"9090",24,11,6,7,484,0.0495867768595041,"PUFI"
517,1996,"9030",3,1,1,1,391,0.00767263427109974,"PUFI"
517,1998,"9020",13,2,2,9,387,0.0335917312661499,"PUFI"
517,2001,"9030",11,6,2,3,390,0.0282051282051282,"PUFI"
517,1995,"9020",15,6,4,5,385,0.038961038961039,"PUFI"
517,1997,"9030",1,0,1,0,393,0.00254452926208651,"PUFI"
517,2004,"9020",13,6,3,4,381,0.0341207349081365,"PUFI"
517,2005,"9090",30,13,4,13,485,0.0618556701030928,"PUFI"
517,2005,"9020",15,4,3,8,383,0.0391644908616188,"PUFI"
517,2000,"9030",40,19,11,10,393,0.101781170483461,"PUFI"
517,2003,"9090",11,5,1,5,491,0.0224032586558045,"PUFI"
517,1999,"9090",15,4,3,8,487,0.0308008213552361,"PUFI"
517,1997,"9020",7,4,1,2,390,0.0179487179487179,"PUFI"
517,1999,"9020",10,3,4,3,385,0.025974025974026,"PUFI"
517,2006,"9030",16,7,1,8,391,0.040920716112532,"PUFI"
517,2002,"9030",34,13,8,13,393,0.0865139949109415,"PUFI"
517,2004,"9090",22,8,4,10,470,0.0468085106382979,"PUFI"
517,2011,"9090",16,7,4,5,538,0.0297397769516729,"PUFI"
517,2008,"9030",8,6,0,2,361,0.0221606648199446,"PUFI"
517,2010,"9020",10,2,4,4,361,0.0277008310249307,"PUFI"
517,2007,"9030",39,14,7,18,389,0.10025706940874,"PUFI"
517,1999,"9030",1,0,0,1,396,0.00252525252525253,"PUFI"
517,2002,"9020",9,4,1,4,390,0.0230769230769231,"PUFI"
517,2007,"9020",31,13,5,13,378,0.082010582010582,"PUFI"
517,2005,"9030",32,13,4,15,389,0.0822622107969152,"PUFI"
517,2008,"9090",19,6,3,10,557,0.0341113105924596,"PUFI"
517,2003,"9020",8,4,2,2,387,0.020671834625323,"PUFI"
517,2010,"9090",17,5,5,7,535,0.0317757009345794,"PUFI"
517,2008,"9020",9,8,0,1,380,0.0236842105263158,"PUFI"
517,2011,"9030",8,3,0,5,383,0.02088772845953,"PUFI"
517,2009,"9020",1,0,1,0,381,0.0026246719160105,"PUFI"
517,2001,"9020",33,15,7,11,389,0.0848329048843188,"PUFI"
517,2004,"9030",16,8,4,4,395,0.0405063291139241,"PUFI"
517,1995,"9030",5,3,1,1,390,0.0128205128205128,"PUFI"
517,1997,"9090",2,1,0,1,487,0.00410677618069815,"PUFI"
517,2009,"9090",19,7,3,9,553,0.0343580470162749,"PUFI"
517,2002,"9090",19,11,2,6,489,0.0388548057259714,"PUFI"
517,2009,"9030",5,2,2,1,390,0.0128205128205128,"PUFI"
517,2012,"9030",9,5,1,3,362,0.0248618784530387,"PUFI"
517,2010,"9030",3,0,1,2,350,0.00857142857142857,"PUFI"
517,2007,"9090",60,18,16,26,487,0.123203285420945,"PUFI"
517,1996,"9020",4,0,0,4,391,0.010230179028133,"PUFI"
517,2012,"9090",13,5,1,7,556,0.0233812949640288,"PUFI"
517,2006,"9020",13,6,1,6,388,0.0335051546391753,"PUFI"
529,2010,"9020",49,20,9,20,361,0.135734072022161,"AMGO"
529,1996,"9090",1,0,1,0,482,0.0020746887966805,"AMGO"
529,1997,"9030",11,7,2,2,393,0.0279898218829517,"AMGO"
529,1998,"9030",31,10,7,14,383,0.0809399477806789,"AMGO"
529,1995,"9020",11,5,3,3,385,0.0285714285714286,"AMGO"
529,1997,"9090",8,4,1,3,487,0.0164271047227926,"AMGO"
529,2005,"9020",55,24,5,26,383,0.143603133159269,"AMGO"
529,2008,"9030",75,22,22,31,361,0.207756232686981,"AMGO"
529,1999,"9020",36,17,8,11,385,0.0935064935064935,"AMGO"
529,1999,"9090",24,10,7,7,487,0.0492813141683778,"AMGO"
529,2000,"9020",40,9,12,19,375,0.106666666666667,"AMGO"
529,1998,"9020",23,8,2,13,387,0.0594315245478036,"AMGO"
529,2010,"9090",24,6,1,17,535,0.0448598130841121,"AMGO"
529,2001,"9090",15,5,4,6,491,0.0305498981670061,"AMGO"
529,2005,"9030",71,34,8,29,389,0.182519280205656,"AMGO"
529,2006,"9090",13,8,4,1,475,0.0273684210526316,"AMGO"
529,1995,"9030",5,1,1,3,390,0.0128205128205128,"AMGO"
529,2011,"9090",60,18,22,20,538,0.111524163568773,"AMGO"
529,1995,"9090",1,1,0,0,488,0.00204918032786885,"AMGO"
529,1997,"9020",12,0,5,7,390,0.0307692307692308,"AMGO"
529,2004,"9090",35,20,4,11,470,0.074468085106383,"AMGO"
529,2003,"9020",42,20,8,14,387,0.108527131782946,"AMGO"
529,2012,"9030",33,9,5,19,362,0.0911602209944751,"AMGO"
529,2003,"9030",27,17,1,9,393,0.0687022900763359,"AMGO"
529,2005,"9090",13,5,4,4,485,0.0268041237113402,"AMGO"
529,2009,"9020",43,17,9,17,381,0.112860892388451,"AMGO"
529,1996,"9030",12,5,2,5,391,0.030690537084399,"AMGO"
529,2003,"9090",15,7,2,6,491,0.0305498981670061,"AMGO"
529,1999,"9030",54,20,14,20,396,0.136363636363636,"AMGO"
529,1998,"9090",9,5,1,3,486,0.0185185185185185,"AMGO"
529,2006,"9030",51,20,5,26,391,0.130434782608696,"AMGO"
529,2002,"9030",68,22,10,36,393,0.173027989821883,"AMGO"
529,2001,"9030",43,12,11,20,390,0.11025641025641,"AMGO"
529,2008,"9090",43,17,2,24,557,0.0771992818671454,"AMGO"
529,1996,"9020",11,1,6,4,391,0.0281329923273657,"AMGO"
529,2000,"9030",63,21,17,25,393,0.16030534351145,"AMGO"
529,2000,"9090",21,10,3,8,484,0.0433884297520661,"AMGO"
529,2007,"9030",50,27,11,12,389,0.12853470437018,"AMGO"
529,2012,"9090",63,21,20,22,556,0.113309352517986,"AMGO"
529,2006,"9020",43,22,8,13,388,0.110824742268041,"AMGO"
529,2010,"9030",15,7,1,7,350,0.0428571428571429,"AMGO"
529,2007,"9020",50,17,8,25,378,0.132275132275132,"AMGO"
529,2002,"9090",21,7,3,11,489,0.0429447852760736,"AMGO"
529,2008,"9020",65,21,9,35,380,0.171052631578947,"AMGO"
529,2004,"9020",83,48,16,19,381,0.217847769028871,"AMGO"
529,2011,"9030",24,6,6,12,383,0.0626631853785901,"AMGO"
529,2002,"9020",58,34,2,22,390,0.148717948717949,"AMGO"
529,2007,"9090",16,5,5,6,487,0.0328542094455852,"AMGO"
529,2004,"9030",49,27,5,17,395,0.124050632911392,"AMGO"
529,2009,"9030",31,15,3,13,390,0.0794871794871795,"AMGO"
529,2009,"9090",26,6,6,14,553,0.0470162748643761,"AMGO"
529,2001,"9020",30,7,11,12,389,0.077120822622108,"AMGO"
540,2001,"9090",0,0,0,0,0,0,"VESP"
540,2003,"9030",0,0,0,0,0,0,"VESP"
540,2000,"9020",45,31,5,9,375,0.12,"VESP"
540,2004,"9020",24,15,3,6,381,0.062992125984252,"VESP"
540,1998,"9030",0,0,0,0,0,0,"VESP"
540,1999,"9020",16,11,2,3,385,0.0415584415584416,"VESP"
540,1996,"9090",6,5,0,1,482,0.012448132780083,"VESP"
540,2005,"9020",14,7,2,5,383,0.0365535248041775,"VESP"
540,1995,"9020",9,4,4,1,385,0.0233766233766234,"VESP"
540,2000,"9030",0,0,0,0,0,0,"VESP"
540,2003,"9090",0,0,0,0,0,0,"VESP"
540,2002,"9030",0,0,0,0,0,0,"VESP"
540,2006,"9090",0,0,0,0,0,0,"VESP"
540,1995,"9090",2,2,0,0,488,0.00409836065573771,"VESP"
540,2003,"9020",27,15,4,8,387,0.0697674418604651,"VESP"
540,2000,"9090",0,0,0,0,0,0,"VESP"
540,2008,"9020",27,22,2,3,380,0.0710526315789474,"VESP"
540,2005,"9090",1,0,0,1,485,0.00206185567010309,"VESP"
540,2008,"9030",0,0,0,0,0,0,"VESP"
540,2002,"9020",45,17,10,18,390,0.115384615384615,"VESP"
540,1995,"9030",1,0,1,0,390,0.00256410256410256,"VESP"
540,1998,"9020",12,8,1,3,387,0.0310077519379845,"VESP"
540,1997,"9020",15,8,2,5,390,0.0384615384615385,"VESP"
540,2009,"9090",0,0,0,0,0,0,"VESP"
540,1996,"9030",0,0,0,0,0,0,"VESP"
540,1996,"9020",11,9,1,1,391,0.0281329923273657,"VESP"
540,2001,"9030",0,0,0,0,0,0,"VESP"
540,2011,"9090",0,0,0,0,0,0,"VESP"
540,1997,"9030",0,0,0,0,0,0,"VESP"
540,2005,"9030",0,0,0,0,0,0,"VESP"
540,2007,"9030",8,2,5,1,389,0.0205655526992288,"VESP"
540,2001,"9020",30,13,11,6,389,0.077120822622108,"VESP"
540,2004,"9030",1,0,0,1,395,0.00253164556962025,"VESP"
540,2006,"9030",0,0,0,0,0,0,"VESP"
540,1999,"9090",0,0,0,0,0,0,"VESP"
540,2004,"9090",0,0,0,0,0,0,"VESP"
540,2009,"9020",26,15,2,9,381,0.068241469816273,"VESP"
540,2010,"9020",17,11,3,3,361,0.0470914127423823,"VESP"
540,2007,"9020",43,21,11,11,378,0.113756613756614,"VESP"
540,2011,"9030",0,0,0,0,0,0,"VESP"
540,1997,"9090",0,0,0,0,0,0,"VESP"
540,2002,"9090",0,0,0,0,0,0,"VESP"
540,2010,"9090",0,0,0,0,0,0,"VESP"
540,1998,"9090",0,0,0,0,0,0,"VESP"
540,2010,"9030",0,0,0,0,0,0,"VESP"
540,2012,"9030",0,0,0,0,0,0,"VESP"
540,2012,"9090",0,0,0,0,0,0,"VESP"
540,2008,"9090",0,0,0,0,0,0,"VESP"
540,1999,"9030",0,0,0,0,0,0,"VESP"
540,2006,"9020",29,20,3,6,388,0.0747422680412371,"VESP"
540,2009,"9030",1,1,0,0,390,0.00256410256410256,"VESP"
540,2007,"9090",1,0,0,1,487,0.00205338809034908,"VESP"
558,2001,"9090",780,438,130,212,491,1.58859470468432,"WTSP"
558,2011,"9090",757,479,117,161,538,1.40706319702602,"WTSP"
558,1995,"9090",462,309,77,76,488,0.94672131147541,"WTSP"
558,1995,"9020",137,84,27,26,385,0.355844155844156,"WTSP"
558,1998,"9030",229,152,30,47,383,0.597911227154047,"WTSP"
558,2012,"9030",216,132,33,51,362,0.596685082872928,"WTSP"
558,1996,"9090",550,368,85,97,482,1.14107883817427,"WTSP"
558,1997,"9030",241,156,34,51,393,0.61323155216285,"WTSP"
558,1995,"9030",198,142,29,27,390,0.507692307692308,"WTSP"
558,1999,"9020",119,74,23,22,385,0.309090909090909,"WTSP"
558,2000,"9020",136,78,17,41,375,0.362666666666667,"WTSP"
558,1997,"9020",190,119,31,40,390,0.487179487179487,"WTSP"
558,1998,"9020",120,58,21,41,387,0.310077519379845,"WTSP"
558,2010,"9020",151,81,23,47,361,0.418282548476454,"WTSP"
558,2002,"9030",282,194,36,52,393,0.717557251908397,"WTSP"
558,2003,"9030",286,212,29,45,393,0.727735368956743,"WTSP"
558,2005,"9020",174,113,26,35,383,0.454308093994778,"WTSP"
558,1998,"9090",582,345,106,131,486,1.19753086419753,"WTSP"
558,2003,"9020",198,140,23,35,387,0.511627906976744,"WTSP"
558,1997,"9090",520,332,80,108,487,1.06776180698152,"WTSP"
558,1999,"9030",274,207,27,40,396,0.691919191919192,"WTSP"
558,2001,"9030",261,166,34,61,390,0.669230769230769,"WTSP"
558,2008,"9030",268,175,39,54,361,0.742382271468144,"WTSP"
558,2008,"9020",199,116,29,54,380,0.523684210526316,"WTSP"
558,1999,"9090",639,458,78,103,487,1.31211498973306,"WTSP"
558,2006,"9090",649,424,76,149,475,1.36631578947368,"WTSP"
558,1996,"9020",171,100,35,36,391,0.437340153452685,"WTSP"
558,2000,"9030",328,216,39,73,393,0.834605597964377,"WTSP"
558,2000,"9090",771,472,109,190,484,1.59297520661157,"WTSP"
558,2010,"9030",245,169,22,54,350,0.7,"WTSP"
558,2008,"9090",787,522,112,153,557,1.41292639138241,"WTSP"
558,2004,"9090",719,430,97,192,470,1.52978723404255,"WTSP"
558,2006,"9030",293,189,35,69,391,0.749360613810742,"WTSP"
558,2004,"9020",202,136,22,44,381,0.530183727034121,"WTSP"
558,2005,"9090",733,464,102,167,485,1.51134020618557,"WTSP"
558,2010,"9090",713,434,123,156,535,1.33271028037383,"WTSP"
558,2002,"9020",210,126,24,60,390,0.538461538461538,"WTSP"
558,1996,"9030",211,145,25,41,391,0.539641943734015,"WTSP"
558,2007,"9020",180,110,20,50,378,0.476190476190476,"WTSP"
558,2002,"9090",807,460,151,196,489,1.65030674846626,"WTSP"
558,2001,"9020",121,62,23,36,389,0.311053984575835,"WTSP"
558,2009,"9090",972,589,139,244,553,1.75768535262206,"WTSP"
558,2012,"9090",837,570,106,161,556,1.50539568345324,"WTSP"
558,2009,"9020",193,104,39,50,381,0.506561679790026,"WTSP"
558,2007,"9090",940,520,164,256,487,1.93018480492813,"WTSP"
558,2005,"9030",334,200,51,83,389,0.858611825192802,"WTSP"
558,2007,"9030",387,252,56,79,389,0.994858611825193,"WTSP"
558,2011,"9030",233,173,27,33,383,0.608355091383812,"WTSP"
558,2004,"9030",374,245,53,76,395,0.946835443037975,"WTSP"
558,2009,"9030",349,223,55,71,390,0.894871794871795,"WTSP"
558,2003,"9090",694,481,92,121,491,1.41344195519348,"WTSP"
558,2006,"9020",145,90,20,35,388,0.373711340206186,"WTSP"
560,2003,"9030",92,63,12,17,393,0.234096692111959,"CHSP"
560,2001,"9090",52,23,15,14,491,0.105906313645621,"CHSP"
560,1998,"9030",74,41,16,17,383,0.193211488250653,"CHSP"
560,1996,"9030",61,41,10,10,391,0.156010230179028,"CHSP"
560,2006,"9090",52,34,7,11,475,0.109473684210526,"CHSP"
560,1996,"9090",87,49,13,25,482,0.180497925311203,"CHSP"
560,2000,"9020",41,22,6,13,375,0.109333333333333,"CHSP"
560,1997,"9030",87,54,12,21,393,0.221374045801527,"CHSP"
560,2004,"9020",55,23,16,16,381,0.144356955380577,"CHSP"
560,2005,"9090",88,53,9,26,485,0.181443298969072,"CHSP"
560,2000,"9090",40,28,5,7,484,0.0826446280991736,"CHSP"
560,2000,"9030",100,61,17,22,393,0.254452926208651,"CHSP"
560,2003,"9090",54,33,12,9,491,0.109979633401222,"CHSP"
560,1998,"9020",32,14,6,12,387,0.082687338501292,"CHSP"
560,2005,"9020",74,40,13,21,383,0.193211488250653,"CHSP"
560,1995,"9020",51,36,6,9,385,0.132467532467532,"CHSP"
560,2006,"9030",120,69,21,30,391,0.30690537084399,"CHSP"
560,2002,"9030",112,65,23,24,393,0.28498727735369,"CHSP"
560,1998,"9090",65,35,12,18,486,0.133744855967078,"CHSP"
560,2011,"9090",25,10,9,6,538,0.0464684014869888,"CHSP"
560,2002,"9020",68,41,15,12,390,0.174358974358974,"CHSP"
560,2007,"9020",48,23,8,17,378,0.126984126984127,"CHSP"
560,2007,"9030",128,68,14,46,389,0.329048843187661,"CHSP"
560,1997,"9020",53,33,12,8,390,0.135897435897436,"CHSP"
560,1999,"9020",35,20,5,10,385,0.0909090909090909,"CHSP"
560,2008,"9030",102,48,17,37,361,0.282548476454294,"CHSP"
560,1999,"9090",51,36,5,10,487,0.104722792607803,"CHSP"
560,1995,"9090",52,23,9,20,488,0.10655737704918,"CHSP"
560,2009,"9020",51,32,6,13,381,0.133858267716535,"CHSP"
560,2001,"9020",29,21,3,5,389,0.0745501285347044,"CHSP"
560,2008,"9020",37,16,6,15,380,0.0973684210526316,"CHSP"
560,2011,"9030",40,15,8,17,383,0.10443864229765,"CHSP"
560,1999,"9030",119,78,14,27,396,0.30050505050505,"CHSP"
560,2003,"9020",38,27,4,7,387,0.0981912144702842,"CHSP"
560,2004,"9030",81,49,7,25,395,0.205063291139241,"CHSP"
560,1995,"9030",39,28,3,8,390,0.1,"CHSP"
560,2001,"9030",111,62,19,30,390,0.284615384615385,"CHSP"
560,2012,"9030",33,18,7,8,362,0.0911602209944751,"CHSP"
560,2010,"9090",42,22,5,15,535,0.0785046728971963,"CHSP"
560,2005,"9030",158,101,22,35,389,0.406169665809769,"CHSP"
560,1996,"9020",50,20,10,20,391,0.127877237851662,"CHSP"
560,1997,"9090",71,37,11,23,487,0.145790554414784,"CHSP"
560,2002,"9090",80,48,8,24,489,0.16359918200409,"CHSP"
560,2007,"9090",67,33,7,27,487,0.137577002053388,"CHSP"
560,2004,"9090",45,25,2,18,470,0.0957446808510638,"CHSP"
560,2009,"9090",82,37,14,31,553,0.148282097649186,"CHSP"
560,2010,"9030",68,39,10,19,350,0.194285714285714,"CHSP"
560,2010,"9020",19,10,4,5,361,0.0526315789473684,"CHSP"
560,2006,"9020",54,35,7,12,388,0.139175257731959,"CHSP"
560,2008,"9090",46,17,10,19,557,0.0825852782764812,"CHSP"
560,2009,"9030",104,70,15,19,390,0.266666666666667,"CHSP"
560,2012,"9090",64,48,10,6,556,0.115107913669065,"CHSP"
561,1996,"9090",0,0,0,0,0,0,"CCSP"
561,1998,"9030",2,2,0,0,383,0.00522193211488251,"CCSP"
561,1995,"9020",40,30,3,7,385,0.103896103896104,"CCSP"
561,2001,"9090",0,0,0,0,0,0,"CCSP"
561,1997,"9030",2,1,0,1,393,0.00508905852417303,"CCSP"
561,1998,"9020",52,37,8,7,387,0.134366925064599,"CCSP"
561,1999,"9020",36,29,2,5,385,0.0935064935064935,"CCSP"
561,2011,"9090",0,0,0,0,0,0,"CCSP"
561,2000,"9020",46,26,4,16,375,0.122666666666667,"CCSP"
561,2005,"9020",55,31,10,14,383,0.143603133159269,"CCSP"
561,1995,"9030",0,0,0,0,0,0,"CCSP"
561,2003,"9020",67,50,6,11,387,0.17312661498708,"CCSP"
561,1997,"9090",1,1,0,0,487,0.00205338809034908,"CCSP"
561,1997,"9020",63,45,10,8,390,0.161538461538462,"CCSP"
561,2004,"9090",1,1,0,0,470,0.00212765957446809,"CCSP"
561,2010,"9020",28,22,3,3,361,0.0775623268698061,"CCSP"
561,1995,"9090",0,0,0,0,0,0,"CCSP"
561,2003,"9030",8,4,1,3,393,0.0203562340966921,"CCSP"
561,2006,"9090",1,1,0,0,475,0.00210526315789474,"CCSP"
561,1998,"9090",1,0,1,0,486,0.00205761316872428,"CCSP"
561,2012,"9030",0,0,0,0,0,0,"CCSP"
561,2002,"9030",10,5,2,3,393,0.0254452926208651,"CCSP"
561,1999,"9030",0,0,0,0,0,0,"CCSP"
561,2008,"9090",0,0,0,0,0,0,"CCSP"
561,2006,"9030",0,0,0,0,0,0,"CCSP"
561,1996,"9030",0,0,0,0,0,0,"CCSP"
561,2000,"9090",0,0,0,0,0,0,"CCSP"
561,2005,"9090",1,1,0,0,485,0.00206185567010309,"CCSP"
561,2008,"9030",0,0,0,0,0,0,"CCSP"
561,1999,"9090",0,0,0,0,0,0,"CCSP"
561,2001,"9030",10,5,2,3,390,0.0256410256410256,"CCSP"
561,1996,"9020",41,31,7,3,391,0.104859335038363,"CCSP"
561,2010,"9090",0,0,0,0,0,0,"CCSP"
561,2008,"9020",62,46,5,11,380,0.163157894736842,"CCSP"
561,2004,"9020",50,25,8,17,381,0.131233595800525,"CCSP"
561,2012,"9090",0,0,0,0,0,0,"CCSP"
561,2002,"9090",5,4,0,1,489,0.0102249488752556,"CCSP"
561,2000,"9030",0,0,0,0,0,0,"CCSP"
561,2005,"9030",6,3,2,1,389,0.0154241645244216,"CCSP"
561,2007,"9030",7,4,0,3,389,0.0179948586118252,"CCSP"
561,2007,"9020",79,50,10,19,378,0.208994708994709,"CCSP"
561,2009,"9020",47,27,7,13,381,0.123359580052493,"CCSP"
561,2009,"9090",0,0,0,0,0,0,"CCSP"
561,2010,"9030",0,0,0,0,0,0,"CCSP"
561,2006,"9020",58,31,8,19,388,0.149484536082474,"CCSP"
561,2002,"9020",108,69,16,23,390,0.276923076923077,"CCSP"
561,2011,"9030",4,3,0,1,383,0.010443864229765,"CCSP"
561,2004,"9030",5,3,0,2,395,0.0126582278481013,"CCSP"
561,2007,"9090",0,0,0,0,0,0,"CCSP"
561,2009,"9030",6,4,0,2,390,0.0153846153846154,"CCSP"
561,2003,"9090",2,2,0,0,491,0.00407331975560081,"CCSP"
561,2001,"9020",83,53,12,18,389,0.213367609254499,"CCSP"
581,2000,"9020",60,33,9,18,375,0.16,"SOSP"
581,2001,"9090",58,32,9,17,491,0.118126272912424,"SOSP"
581,2003,"9030",91,71,10,10,393,0.231552162849873,"SOSP"
581,1998,"9030",85,52,15,18,383,0.221932114882507,"SOSP"
581,1996,"9090",18,11,1,6,482,0.037344398340249,"SOSP"
581,2004,"9020",57,24,13,20,381,0.149606299212598,"SOSP"
581,2006,"9090",50,29,6,15,475,0.105263157894737,"SOSP"
581,1998,"9090",67,41,10,16,486,0.137860082304527,"SOSP"
581,2000,"9030",96,65,12,19,393,0.244274809160305,"SOSP"
581,2000,"9090",51,30,7,14,484,0.105371900826446,"SOSP"
581,2002,"9030",68,39,12,17,393,0.173027989821883,"SOSP"
581,1995,"9090",50,30,6,14,488,0.102459016393443,"SOSP"
581,2005,"9020",65,41,8,16,383,0.169712793733681,"SOSP"
581,2002,"9020",69,37,12,20,390,0.176923076923077,"SOSP"
581,1996,"9030",65,36,16,13,391,0.166240409207161,"SOSP"
581,2005,"9090",60,36,5,19,485,0.123711340206186,"SOSP"
581,1997,"9020",53,30,13,10,390,0.135897435897436,"SOSP"
581,1995,"9020",50,34,5,11,385,0.12987012987013,"SOSP"
581,1997,"9030",63,39,10,14,393,0.16030534351145,"SOSP"
581,1998,"9020",42,22,9,11,387,0.108527131782946,"SOSP"
581,2001,"9030",62,43,9,10,390,0.158974358974359,"SOSP"
581,2011,"9090",32,20,4,8,538,0.0594795539033457,"SOSP"
581,2001,"9020",54,26,10,18,389,0.138817480719794,"SOSP"
581,2008,"9020",77,46,12,19,380,0.202631578947368,"SOSP"
581,2007,"9030",84,52,12,20,389,0.215938303341902,"SOSP"
581,1999,"9030",65,44,12,9,396,0.164141414141414,"SOSP"
581,1999,"9020",52,27,12,13,385,0.135064935064935,"SOSP"
581,2003,"9090",52,37,5,10,491,0.105906313645621,"SOSP"
